Id,Metadata.Keywords,Metadata.Description,Metadata.Level,Metadata.Level.Value,Metadata.Task,Metadata.Opcode,Paths.Name,Paths.Providers.Name,Reference.microsoft,Reference.microsoft.FileList,Reference.microsoft.QueryIDList,Reference.microsoft.SelectCount,Reference.microsoft.SuppressCount,Reference.nsacyber,Reference.nsacyber.FileList,Reference.nsacyber.QueryIDList,Reference.nsacyber.SelectCount,Reference.nsacyber.SuppressCount,Reference.palantir,Reference.palantir.FileList,Reference.palantir.QueryIDList,Reference.palantir.SelectCount,Reference.palantir.SuppressCount
1116,,,,,,,System,Microsoft Antimalware,True,./microsoft/Appendix E - Annotated baseline subscription event query.xml,0,1,0,False,,,0,0,False,,,0,0
1117,,,,,,,System,Microsoft Antimalware,True,./microsoft/Appendix E - Annotated baseline subscription event query.xml,0,1,0,False,,,0,0,False,,,0,0
1118,,,,,,,System,Microsoft Antimalware,True,./microsoft/Appendix E - Annotated baseline subscription event query.xml,0,1,0,False,,,0,0,False,,,0,0
1119,,,,,,,System,Microsoft Antimalware,True,./microsoft/Appendix E - Annotated baseline subscription event query.xml,0,1,0,False,,,0,0,False,,,0,0
142,ForcedIdleProcessing; Response Time,,,,,,System,Microsoft-Windows-TaskScheduler,True,./microsoft/Appendix E - Annotated baseline subscription event query.xml,3,1,0,False,,,0,0,False,,,0,0
1001,ForcedIdleProcessing; Response Time,,,,,,System,Microsoft-Windows-TaskScheduler,False,,,0,0,False,,,0,0,True,./palantir/windows-event-forwarding/wef-subscriptions/Operating-System.xml,5,1,0
12,BootPerformance,The operating system started at system time %7.,Information,4,SystemStart,Info,System,Microsoft-Windows-Kernel-General,True,./microsoft/Appendix E - Annotated baseline subscription event query.xml,4,1,0,False,,,0,0,True,./palantir/windows-event-forwarding/wef-subscriptions/Operating-System.xml,0,1,0
13,BootPerformance,The operating system is shutting down at system time %1.,Information,4,SystemStop,Info,System,Microsoft-Windows-Kernel-General,True,./microsoft/Appendix E - Annotated baseline subscription event query.xml,4,1,0,False,,,0,0,True,./palantir/windows-event-forwarding/wef-subscriptions/Operating-System.xml,0,1,0
1001,Time; KERNEL_GENERAL_SECURITY_ACCESSCHECK; KERNEL_GENERAL_TOKEN_SID_MANAGEMENT; BootPerformance,,,,,,System,Microsoft-Windows-Kernel-General,False,,,0,0,False,,,0,0,True,./palantir/windows-event-forwarding/wef-subscriptions/Operating-System.xml,5,1,0
7045,Classic,,,,,,System,Service Control Manager,True,./microsoft/Appendix E - Annotated baseline subscription event query.xml,5,1,0,True,./nsacyber/Event-Forwarding-Guidance/Subscriptions/NT6/ServiceManager.xml,0,1,0,True,./palantir/windows-event-forwarding/wef-subscriptions/Services.xml,0,1,0
7034,Classic,,,,,,System,Service Control Manager,False,,,0,0,True,./nsacyber/Event-Forwarding-Guidance/Subscriptions/NT6/ServiceManager.xml,0,1,0,True,./palantir/windows-event-forwarding/wef-subscriptions/Services.xml,0,1,0
1001,Classic,,,,,,System,Service Control Manager,False,,,0,0,False,,,0,0,True,./palantir/windows-event-forwarding/wef-subscriptions/Operating-System.xml,5,1,0
1074,,,,,,,System,USER32,True,./microsoft/Appendix E - Annotated baseline subscription event query.xml,9,1,0,False,,,0,0,True,./palantir/windows-event-forwarding/wef-subscriptions/Operating-System.xml,1,1,0
27,Service configuration; Service availability,The event logging service encountered an error (res=%1) while opening log file for channel %2 at %3. Trying again using default log file path %4.,Warning,3,Service startup,,System,Microsoft-Windows-Eventlog,True,./microsoft/Appendix E - Annotated baseline subscription event query.xml,13,1,0,False,,,0,0,True,./palantir/windows-event-forwarding/wef-subscriptions/Event-Log-Diagnostics.xml,0,1,0
104,,The %3 log file was cleared.,Information,4,Log clear,,System,Microsoft-Windows-Eventlog,True,./microsoft/Appendix E - Annotated baseline subscription event query.xml,17,1,0,True,./nsacyber/Event-Forwarding-Guidance/Subscriptions/NT6/LogDel.xml,0,1,0,True,./palantir/windows-event-forwarding/wef-subscriptions/Log-Deletion-System.xml,0,1,0
1001,Service availability; Service configuration; System availability; API Usage Audit; Audit Success,,,,,,System,Microsoft-Windows-Eventlog,False,,,0,0,False,,,0,0,True,./palantir/windows-event-forwarding/wef-subscriptions/Operating-System.xml,5,1,0
104,,The Smartcard reader reported the following class descriptor (part 1).,Information,4,Driver,General,System,WudfUsbccidDriver,True,./microsoft/Appendix E - Annotated baseline subscription event query.xml,17,1,0,False,,,0,0,False,,,0,0
1001,,,,,,,System,WudfUsbccidDriver,False,,,0,0,False,,,0,0,True,./palantir/windows-event-forwarding/wef-subscriptions/Operating-System.xml,5,1,0
20250,,,,,,,System,RemoteAccess,True,./microsoft/Appendix F - Annotated Suspect Subscription Event Query.xml,1,1,0,False,,,0,0,False,,,0,0
1001,,,,,,,System,RemoteAccess,False,,,0,0,False,,,0,0,True,./palantir/windows-event-forwarding/wef-subscriptions/Operating-System.xml,5,1,0
219,,The driver %5 failed to load for the device %2.,Warning,3,DriverLoad,Info,System,Microsoft-Windows-Kernel-PnP,False,,,0,0,True,./nsacyber/Event-Forwarding-Guidance/Subscriptions/NT6/KernelDriverDetect.xml,2,1,0,True,./palantir/windows-event-forwarding/wef-subscriptions/Drivers.xml,0,1,0
1001,Performance; BootInit; DriverLoad; DriverUnload; DeviceStart; DeviceEnum; DriverInit; DeviceEject; DeviceConfig; DriverDatabase; DevQuery; CfgMgr; Enumeration; ObjectLists; Response Time; SQM,,,,,,System,Microsoft-Windows-Kernel-PnP,False,,,0,0,False,,,0,0,True,./palantir/windows-event-forwarding/wef-subscriptions/Operating-System.xml,5,1,0
1001,Classic,,,,,,System,Microsoft-Windows-WER-SystemErrorReporting,False,,,0,0,True,./nsacyber/Event-Forwarding-Guidance/Subscriptions/NT6/BsodErr.xml,0,1,0,True,./palantir/windows-event-forwarding/wef-subscriptions/Operating-System.xml,5,1,0
1129,,"The processing of Group Policy failed because of lack of network connectivity to a domain controller. This may be a transient condition. A success message would be generated once the machine gets connected to the domain controller and Group Policy has successfully processed. If you do not see a success message for several hours, then contact your administrator.",Error,2,,,System,Microsoft-Windows-GroupPolicy,False,,,0,0,True,./nsacyber/Event-Forwarding-Guidance/Subscriptions/NT6/GrpPolicyErr.xml,0,1,0,True,./palantir/windows-event-forwarding/wef-subscriptions/Group-Policy-Errors.xml,0,1,0
1125,,The processing of Group Policy failed because of an internal system error. Please see the Group Policy operational log for the specific error message. An attempt will be made to process Group Policy again at the next refresh cycle.,Error,2,,Start,System,Microsoft-Windows-GroupPolicy,False,,,0,0,True,./nsacyber/Event-Forwarding-Guidance/Subscriptions/NT6/GrpPolicyErr.xml,0,1,0,True,./palantir/windows-event-forwarding/wef-subscriptions/Group-Policy-Errors.xml,0,1,0
1127,,The processing of Group Policy failed due to an internal error. Please look into the Group Policy operational log for the specific error message. An attempt will be made to process Group Policy again at the next refresh cycle.,Error,2,,Start,System,Microsoft-Windows-GroupPolicy,False,,,0,0,True,./nsacyber/Event-Forwarding-Guidance/Subscriptions/NT6/GrpPolicyErr.xml,0,1,0,True,./palantir/windows-event-forwarding/wef-subscriptions/Group-Policy-Errors.xml,0,1,0
1085,,"Windows failed to apply the %8 settings. %8 settings might have its own log file. Please click on the ""More information"" link.",Warning,3,,Start,System,Microsoft-Windows-GroupPolicy,False,,,0,0,False,,,0,0,True,./palantir/windows-event-forwarding/wef-subscriptions/Group-Policy-Errors.xml,0,1,0
1001,,,,,,,System,Microsoft-Windows-GroupPolicy,False,,,0,0,False,,,0,0,True,./palantir/windows-event-forwarding/wef-subscriptions/Operating-System.xml,5,1,0
19,Success; Installation,Installation Successful: Windows successfully installed the following update: %1,Information,4,Windows Update Agent,Installation,System,Microsoft-Windows-WindowsUpdateClient,False,,,0,0,True,./nsacyber/Event-Forwarding-Guidance/Subscriptions/NT6/MsiPackages.xml,1,1,0,False,,,0,0
1001,Connection; Check for Updates; Download; Installation; Success; Failure; Reboot; State; SelfUpdate; Service; Health; Performance; sleepstudy; Started; Revert; Uninstallation; Response Time,,,,,,System,Microsoft-Windows-WindowsUpdateClient,False,,,0,0,False,,,0,0,True,./palantir/windows-event-forwarding/wef-subscriptions/Operating-System.xml,5,1,0
6,,"File System Filter '%5' (%2.%3, %6) has successfully loaded and registered with Filter Manager.",Information,4,,,System,Microsoft-Windows-FilterManager,False,,,0,0,True,./nsacyber/Event-Forwarding-Guidance/Subscriptions/NT6/MsiPackages.xml,1,1,0,False,,,0,0
1001,,,,,,,System,Microsoft-Windows-FilterManager,False,,,0,0,False,,,0,0,True,./palantir/windows-event-forwarding/wef-subscriptions/Operating-System.xml,5,1,0
16968,,Audit only mode is currently enabled for remote calls to the SAM database.,Warning,3,,,System,Microsoft-Windows-Directory-Services-SAM,False,,,0,0,False,,,0,0,True,./palantir/windows-event-forwarding/wef-subscriptions/Operating-System.xml,3,1,0
16969,,%2 remote calls to the SAM database have been denied in the past %1 seconds throttling window.,Warning,3,,,System,Microsoft-Windows-Directory-Services-SAM,False,,,0,0,False,,,0,0,True,./palantir/windows-event-forwarding/wef-subscriptions/Operating-System.xml,3,1,0
16962,,Remote calls to the SAM database are being restricted using the default security descriptor: %1.,Information,4,,,System,Microsoft-Windows-Directory-Services-SAM,False,,,0,0,False,,,0,0,True,./palantir/windows-event-forwarding/wef-subscriptions/Operating-System.xml,3,1,0
16965,,A remote call to the SAM database has been denied.,Warning,3,,,System,Microsoft-Windows-Directory-Services-SAM,False,,,0,0,False,,,0,0,True,./palantir/windows-event-forwarding/wef-subscriptions/Operating-System.xml,3,1,0
1001,,,,,,,System,Microsoft-Windows-Directory-Services-SAM,False,,,0,0,False,,,0,0,True,./palantir/windows-event-forwarding/wef-subscriptions/Operating-System.xml,5,1,0
1001,,,,,,,System,WUDFRd,False,,,0,0,False,,,0,0,True,./palantir/windows-event-forwarding/wef-subscriptions/Operating-System.xml,5,1,0
1001,,,,,,,System,Workstation,False,,,0,0,False,,,0,0,True,./palantir/windows-event-forwarding/wef-subscriptions/Operating-System.xml,5,1,0
1001,,,,,,,System,WMIxWDM,False,,,0,0,False,,,0,0,True,./palantir/windows-event-forwarding/wef-subscriptions/Operating-System.xml,5,1,0
1001,,,,,,,System,wmbclass,False,,,0,0,False,,,0,0,True,./palantir/windows-event-forwarding/wef-subscriptions/Operating-System.xml,5,1,0
1001,,,,,,,System,WinNat,False,,,0,0,False,,,0,0,True,./palantir/windows-event-forwarding/wef-subscriptions/Operating-System.xml,5,1,0
1001,,,,,,,System,Windows Script Host,False,,,0,0,False,,,0,0,True,./palantir/windows-event-forwarding/wef-subscriptions/Operating-System.xml,5,1,0
1001,,,,,,,System,Windows Disk Diagnostic,False,,,0,0,False,,,0,0,True,./palantir/windows-event-forwarding/wef-subscriptions/Operating-System.xml,5,1,0
1001,,,,,,,System,Win32k,False,,,0,0,False,,,0,0,True,./palantir/windows-event-forwarding/wef-subscriptions/Operating-System.xml,5,1,0
1001,,,,,,,System,wecsvc,False,,,0,0,False,,,0,0,True,./palantir/windows-event-forwarding/wef-subscriptions/Operating-System.xml,5,1,0
1001,,,,,,,System,wdf01000,False,,,0,0,False,,,0,0,True,./palantir/windows-event-forwarding/wef-subscriptions/Operating-System.xml,5,1,0
1001,,,,,,,System,WacomPen,False,,,0,0,False,,,0,0,True,./palantir/windows-event-forwarding/wef-subscriptions/Operating-System.xml,5,1,0
1001,,,,,,,System,vwifimp,False,,,0,0,False,,,0,0,True,./palantir/windows-event-forwarding/wef-subscriptions/Operating-System.xml,5,1,0
1001,,,,,,,System,VSTXRAID,False,,,0,0,False,,,0,0,True,./palantir/windows-event-forwarding/wef-subscriptions/Operating-System.xml,5,1,0
1001,,,,,,,System,vsmraid,False,,,0,0,False,,,0,0,True,./palantir/windows-event-forwarding/wef-subscriptions/Operating-System.xml,5,1,0
1001,,,,,,,System,vpci,False,,,0,0,False,,,0,0,True,./palantir/windows-event-forwarding/wef-subscriptions/Operating-System.xml,5,1,0
1001,,,,,,,System,volmgr,False,,,0,0,False,,,0,0,True,./palantir/windows-event-forwarding/wef-subscriptions/Operating-System.xml,5,1,0
1001,,,,,,,System,vnvdimm,False,,,0,0,False,,,0,0,True,./palantir/windows-event-forwarding/wef-subscriptions/Operating-System.xml,5,1,0
1001,,,,,,,System,Virtual Disk Service,False,,,0,0,False,,,0,0,True,./palantir/windows-event-forwarding/wef-subscriptions/Operating-System.xml,5,1,0
1001,,,,,,,System,viostor,False,,,0,0,False,,,0,0,True,./palantir/windows-event-forwarding/wef-subscriptions/Operating-System.xml,5,1,0
1001,,,,,,,System,vioscsi,False,,,0,0,False,,,0,0,True,./palantir/windows-event-forwarding/wef-subscriptions/Operating-System.xml,5,1,0
1001,,,,,,,System,VDS Virtual Disk Provider,False,,,0,0,False,,,0,0,True,./palantir/windows-event-forwarding/wef-subscriptions/Operating-System.xml,5,1,0
1001,,,,,,,System,VDS Dynamic Provider,False,,,0,0,False,,,0,0,True,./palantir/windows-event-forwarding/wef-subscriptions/Operating-System.xml,5,1,0
1001,,,,,,,System,VDS Basic Provider,False,,,0,0,False,,,0,0,True,./palantir/windows-event-forwarding/wef-subscriptions/Operating-System.xml,5,1,0
1001,,,,,,,System,usb_rndisx,False,,,0,0,False,,,0,0,True,./palantir/windows-event-forwarding/wef-subscriptions/Operating-System.xml,5,1,0
1001,,,,,,,System,usbvideo,False,,,0,0,False,,,0,0,True,./palantir/windows-event-forwarding/wef-subscriptions/Operating-System.xml,5,1,0
1001,,,,,,,System,usbser,False,,,0,0,False,,,0,0,True,./palantir/windows-event-forwarding/wef-subscriptions/Operating-System.xml,5,1,0
1001,,,,,,,System,usbehci,False,,,0,0,False,,,0,0,True,./palantir/windows-event-forwarding/wef-subscriptions/Operating-System.xml,5,1,0
1001,,,,,,,System,usbaudio2,False,,,0,0,False,,,0,0,True,./palantir/windows-event-forwarding/wef-subscriptions/Operating-System.xml,5,1,0
1001,,,,,,,System,uliagpkx,False,,,0,0,False,,,0,0,True,./palantir/windows-event-forwarding/wef-subscriptions/Operating-System.xml,5,1,0
1001,,,,,,,System,UEFI,False,,,0,0,False,,,0,0,True,./palantir/windows-event-forwarding/wef-subscriptions/Operating-System.xml,5,1,0
1001,,,,,,,System,UASPStor,False,,,0,0,False,,,0,0,True,./palantir/windows-event-forwarding/wef-subscriptions/Operating-System.xml,5,1,0
1001,,,,,,,System,uagp35,False,,,0,0,False,,,0,0,True,./palantir/windows-event-forwarding/wef-subscriptions/Operating-System.xml,5,1,0
1001,,,,,,,System,tunnel,False,,,0,0,False,,,0,0,True,./palantir/windows-event-forwarding/wef-subscriptions/Operating-System.xml,5,1,0
1001,,,,,,,System,TCPMon,False,,,0,0,False,,,0,0,True,./palantir/windows-event-forwarding/wef-subscriptions/Operating-System.xml,5,1,0
1001,,,,,,,System,Tcpip6,False,,,0,0,False,,,0,0,True,./palantir/windows-event-forwarding/wef-subscriptions/Operating-System.xml,5,1,0
1001,,,,,,,System,Tcpip,False,,,0,0,False,,,0,0,True,./palantir/windows-event-forwarding/wef-subscriptions/Operating-System.xml,5,1,0
1001,,,,,,,System,System,False,,,0,0,False,,,0,0,True,./palantir/windows-event-forwarding/wef-subscriptions/Operating-System.xml,5,1,0
1001,,,,,,,System,Synaptics FPR,False,,,0,0,False,,,0,0,True,./palantir/windows-event-forwarding/wef-subscriptions/Operating-System.xml,5,1,0
1001,,,,,,,System,stornvme,False,,,0,0,False,,,0,0,True,./palantir/windows-event-forwarding/wef-subscriptions/Operating-System.xml,5,1,0
1001,,,,,,,System,storahci,False,,,0,0,False,,,0,0,True,./palantir/windows-event-forwarding/wef-subscriptions/Operating-System.xml,5,1,0
1001,,,,,,,System,StillImage,False,,,0,0,False,,,0,0,True,./palantir/windows-event-forwarding/wef-subscriptions/Operating-System.xml,5,1,0
1001,,,,,,,System,stexstor,False,,,0,0,False,,,0,0,True,./palantir/windows-event-forwarding/wef-subscriptions/Operating-System.xml,5,1,0
1001,,,,,,,System,Srv,False,,,0,0,False,,,0,0,True,./palantir/windows-event-forwarding/wef-subscriptions/Operating-System.xml,5,1,0
1001,,,,,,,System,spbcx,False,,,0,0,False,,,0,0,True,./palantir/windows-event-forwarding/wef-subscriptions/Operating-System.xml,5,1,0
1001,,,,,,,System,spaceport,False,,,0,0,False,,,0,0,True,./palantir/windows-event-forwarding/wef-subscriptions/Operating-System.xml,5,1,0
1001,,,,,,,System,SNMPTRAP,False,,,0,0,False,,,0,0,True,./palantir/windows-event-forwarding/wef-subscriptions/Operating-System.xml,5,1,0
1001,,,,,,,System,SMSvcHost 4.0.0.0,False,,,0,0,False,,,0,0,True,./palantir/windows-event-forwarding/wef-subscriptions/Operating-System.xml,5,1,0
1001,,,,,,,System,SMSvcHost 3.0.0.0,False,,,0,0,False,,,0,0,True,./palantir/windows-event-forwarding/wef-subscriptions/Operating-System.xml,5,1,0
1001,,,,,,,System,SmartSAMD,False,,,0,0,False,,,0,0,True,./palantir/windows-event-forwarding/wef-subscriptions/Operating-System.xml,5,1,0
1001,,,,,,,System,SiSRaid4,False,,,0,0,False,,,0,0,True,./palantir/windows-event-forwarding/wef-subscriptions/Operating-System.xml,5,1,0
1001,,,,,,,System,SiSRaid2,False,,,0,0,False,,,0,0,True,./palantir/windows-event-forwarding/wef-subscriptions/Operating-System.xml,5,1,0
1001,,,,,,,System,Server,False,,,0,0,False,,,0,0,True,./palantir/windows-event-forwarding/wef-subscriptions/Operating-System.xml,5,1,0
1001,,,,,,,System,sermouse,False,,,0,0,False,,,0,0,True,./palantir/windows-event-forwarding/wef-subscriptions/Operating-System.xml,5,1,0
1001,,,,,,,System,Serial,False,,,0,0,False,,,0,0,True,./palantir/windows-event-forwarding/wef-subscriptions/Operating-System.xml,5,1,0
1001,,,,,,,System,sercx2,False,,,0,0,False,,,0,0,True,./palantir/windows-event-forwarding/wef-subscriptions/Operating-System.xml,5,1,0
1001,,,,,,,System,sercx,False,,,0,0,False,,,0,0,True,./palantir/windows-event-forwarding/wef-subscriptions/Operating-System.xml,5,1,0
1001,,,,,,,System,scmdisk0101,False,,,0,0,False,,,0,0,True,./palantir/windows-event-forwarding/wef-subscriptions/Operating-System.xml,5,1,0
1001,,,,,,,System,scmbus,False,,,0,0,False,,,0,0,True,./palantir/windows-event-forwarding/wef-subscriptions/Operating-System.xml,5,1,0
1001,,,,,,,System,sbp2port,False,,,0,0,False,,,0,0,True,./palantir/windows-event-forwarding/wef-subscriptions/Operating-System.xml,5,1,0
1001,,,,,,,System,RtlWlanu_OldIC,False,,,0,0,False,,,0,0,True,./palantir/windows-event-forwarding/wef-subscriptions/Operating-System.xml,5,1,0
1001,,,,,,,System,RTL8023x64,False,,,0,0,False,,,0,0,True,./palantir/windows-event-forwarding/wef-subscriptions/Operating-System.xml,5,1,0
1001,,,,,,,System,rspndr,False,,,0,0,False,,,0,0,True,./palantir/windows-event-forwarding/wef-subscriptions/Operating-System.xml,5,1,0
1001,,,,,,,System,rhproxy,False,,,0,0,False,,,0,0,True,./palantir/windows-event-forwarding/wef-subscriptions/Operating-System.xml,5,1,0
1001,,,,,,,System,RFCOMM,False,,,0,0,False,,,0,0,True,./palantir/windows-event-forwarding/wef-subscriptions/Operating-System.xml,5,1,0
1001,,,,,,,System,rdbss,False,,,0,0,False,,,0,0,True,./palantir/windows-event-forwarding/wef-subscriptions/Operating-System.xml,5,1,0
1001,,,,,,,System,Rasman,False,,,0,0,False,,,0,0,True,./palantir/windows-event-forwarding/wef-subscriptions/Operating-System.xml,5,1,0
1001,,,,,,,System,RasCfg,False,,,0,0,False,,,0,0,True,./palantir/windows-event-forwarding/wef-subscriptions/Operating-System.xml,5,1,0
1001,,,,,,,System,RasAuto,False,,,0,0,False,,,0,0,True,./palantir/windows-event-forwarding/wef-subscriptions/Operating-System.xml,5,1,0
1001,,,,,,,System,QxlDod,False,,,0,0,False,,,0,0,True,./palantir/windows-event-forwarding/wef-subscriptions/Operating-System.xml,5,1,0
1001,,,,,,,System,Processor,False,,,0,0,False,,,0,0,True,./palantir/windows-event-forwarding/wef-subscriptions/Operating-System.xml,5,1,0
1001,,,,,,,System,PptpMiniport,False,,,0,0,False,,,0,0,True,./palantir/windows-event-forwarding/wef-subscriptions/Operating-System.xml,5,1,0
1001,,,,,,,System,Power,False,,,0,0,False,,,0,0,True,./palantir/windows-event-forwarding/wef-subscriptions/Operating-System.xml,5,1,0
1001,,,,,,,System,PNPMEM,False,,,0,0,False,,,0,0,True,./palantir/windows-event-forwarding/wef-subscriptions/Operating-System.xml,5,1,0
1001,,,,,,,System,pmem,False,,,0,0,False,,,0,0,True,./palantir/windows-event-forwarding/wef-subscriptions/Operating-System.xml,5,1,0
1001,,,,,,,System,percsas3i,False,,,0,0,False,,,0,0,True,./palantir/windows-event-forwarding/wef-subscriptions/Operating-System.xml,5,1,0
1001,,,,,,,System,percsas2i,False,,,0,0,False,,,0,0,True,./palantir/windows-event-forwarding/wef-subscriptions/Operating-System.xml,5,1,0
1001,,,,,,,System,pcmcia,False,,,0,0,False,,,0,0,True,./palantir/windows-event-forwarding/wef-subscriptions/Operating-System.xml,5,1,0
1001,,,,,,,System,partmgr,False,,,0,0,False,,,0,0,True,./palantir/windows-event-forwarding/wef-subscriptions/Operating-System.xml,5,1,0
1001,,,,,,,System,Parport,False,,,0,0,False,,,0,0,True,./palantir/windows-event-forwarding/wef-subscriptions/Operating-System.xml,5,1,0
1001,,,,,,,System,nv_agp,False,,,0,0,False,,,0,0,True,./palantir/windows-event-forwarding/wef-subscriptions/Operating-System.xml,5,1,0
1001,,,,,,,System,nvstor,False,,,0,0,False,,,0,0,True,./palantir/windows-event-forwarding/wef-subscriptions/Operating-System.xml,5,1,0
1001,,,,,,,System,nvlddmkm,False,,,0,0,False,,,0,0,True,./palantir/windows-event-forwarding/wef-subscriptions/Operating-System.xml,5,1,0
1001,,,,,,,System,nvdimmn,False,,,0,0,False,,,0,0,True,./palantir/windows-event-forwarding/wef-subscriptions/Operating-System.xml,5,1,0
1001,,,,,,,System,nvdimm,False,,,0,0,False,,,0,0,True,./palantir/windows-event-forwarding/wef-subscriptions/Operating-System.xml,5,1,0
1001,,,,,,,System,Ntfs,False,,,0,0,False,,,0,0,True,./palantir/windows-event-forwarding/wef-subscriptions/Operating-System.xml,5,1,0
1001,,,,,,,System,Netwtw08,False,,,0,0,False,,,0,0,True,./palantir/windows-event-forwarding/wef-subscriptions/Operating-System.xml,5,1,0
1001,,,,,,,System,NETwNe64,False,,,0,0,False,,,0,0,True,./palantir/windows-event-forwarding/wef-subscriptions/Operating-System.xml,5,1,0
1001,,,,,,,System,NETwNb64,False,,,0,0,False,,,0,0,True,./palantir/windows-event-forwarding/wef-subscriptions/Operating-System.xml,5,1,0
1001,,,,,,,System,netvscvfpp,False,,,0,0,False,,,0,0,True,./palantir/windows-event-forwarding/wef-subscriptions/Operating-System.xml,5,1,0
1001,,,,,,,System,Netlogon,False,,,0,0,False,,,0,0,True,./palantir/windows-event-forwarding/wef-subscriptions/Operating-System.xml,5,1,0
1001,,,,,,,System,netkvm,False,,,0,0,False,,,0,0,True,./palantir/windows-event-forwarding/wef-subscriptions/Operating-System.xml,5,1,0
1001,,,,,,,System,NetBT,False,,,0,0,False,,,0,0,True,./palantir/windows-event-forwarding/wef-subscriptions/Operating-System.xml,5,1,0
1001,,,,,,,System,NetBIOS,False,,,0,0,False,,,0,0,True,./palantir/windows-event-forwarding/wef-subscriptions/Operating-System.xml,5,1,0
1001,,,,,,,System,ndiswanlegacy,False,,,0,0,False,,,0,0,True,./palantir/windows-event-forwarding/wef-subscriptions/Operating-System.xml,5,1,0
1001,,,,,,,System,NdisWan,False,,,0,0,False,,,0,0,True,./palantir/windows-event-forwarding/wef-subscriptions/Operating-System.xml,5,1,0
1001,,,,,,,System,NdisImPlatform,False,,,0,0,False,,,0,0,True,./palantir/windows-event-forwarding/wef-subscriptions/Operating-System.xml,5,1,0
1001,,,,,,,System,mvumis,False,,,0,0,False,,,0,0,True,./palantir/windows-event-forwarding/wef-subscriptions/Operating-System.xml,5,1,0
1001,,,,,,,System,Mup,False,,,0,0,False,,,0,0,True,./palantir/windows-event-forwarding/wef-subscriptions/Operating-System.xml,5,1,0
1001,,,,,,,System,MTConfig,False,,,0,0,False,,,0,0,True,./palantir/windows-event-forwarding/wef-subscriptions/Operating-System.xml,5,1,0
1001,,,,,,,System,MSiSCSI,False,,,0,0,False,,,0,0,True,./palantir/windows-event-forwarding/wef-subscriptions/Operating-System.xml,5,1,0
1001,,,,,,,System,mshidumdf,False,,,0,0,False,,,0,0,True,./palantir/windows-event-forwarding/wef-subscriptions/Operating-System.xml,5,1,0
1001,,,,,,,System,MSDTC WS-AT Protocol,False,,,0,0,False,,,0,0,True,./palantir/windows-event-forwarding/wef-subscriptions/Operating-System.xml,5,1,0
1001,,,,,,,System,MSDTC Gateway,False,,,0,0,False,,,0,0,True,./palantir/windows-event-forwarding/wef-subscriptions/Operating-System.xml,5,1,0
1001,,,,,,,System,MsBridge,False,,,0,0,False,,,0,0,True,./palantir/windows-event-forwarding/wef-subscriptions/Operating-System.xml,5,1,0
1001,,,,,,,System,mrxsmb,False,,,0,0,False,,,0,0,True,./palantir/windows-event-forwarding/wef-subscriptions/Operating-System.xml,5,1,0
1001,,,,,,,System,mouhid,False,,,0,0,False,,,0,0,True,./palantir/windows-event-forwarding/wef-subscriptions/Operating-System.xml,5,1,0
1001,,,,,,,System,mouclass,False,,,0,0,False,,,0,0,True,./palantir/windows-event-forwarding/wef-subscriptions/Operating-System.xml,5,1,0
1001,,,,,,,System,mlx4_bus,False,,,0,0,False,,,0,0,True,./palantir/windows-event-forwarding/wef-subscriptions/Operating-System.xml,5,1,0
1001,,,,,,,System,MEIx64,False,,,0,0,False,,,0,0,True,./palantir/windows-event-forwarding/wef-subscriptions/Operating-System.xml,5,1,0
1001,,,,,,,System,megasr,False,,,0,0,False,,,0,0,True,./palantir/windows-event-forwarding/wef-subscriptions/Operating-System.xml,5,1,0
1001,,,,,,,System,megasas35i,False,,,0,0,False,,,0,0,True,./palantir/windows-event-forwarding/wef-subscriptions/Operating-System.xml,5,1,0
1001,,,,,,,System,megasas2i,False,,,0,0,False,,,0,0,True,./palantir/windows-event-forwarding/wef-subscriptions/Operating-System.xml,5,1,0
1001,,,,,,,System,megasas,False,,,0,0,False,,,0,0,True,./palantir/windows-event-forwarding/wef-subscriptions/Operating-System.xml,5,1,0
1001,,,,,,,System,LSI_SSS,False,,,0,0,False,,,0,0,True,./palantir/windows-event-forwarding/wef-subscriptions/Operating-System.xml,5,1,0
1001,,,,,,,System,LSI_SAS3i,False,,,0,0,False,,,0,0,True,./palantir/windows-event-forwarding/wef-subscriptions/Operating-System.xml,5,1,0
1001,,,,,,,System,LSI_SAS2i,False,,,0,0,False,,,0,0,True,./palantir/windows-event-forwarding/wef-subscriptions/Operating-System.xml,5,1,0
1001,,,,,,,System,LSI_SAS,False,,,0,0,False,,,0,0,True,./palantir/windows-event-forwarding/wef-subscriptions/Operating-System.xml,5,1,0
1001,,,,,,,System,LmHosts,False,,,0,0,False,,,0,0,True,./palantir/windows-event-forwarding/wef-subscriptions/Operating-System.xml,5,1,0
1001,,,,,,,System,lltdio,False,,,0,0,False,,,0,0,True,./palantir/windows-event-forwarding/wef-subscriptions/Operating-System.xml,5,1,0
1001,,,,,,,System,Lfsvc,False,,,0,0,False,,,0,0,True,./palantir/windows-event-forwarding/wef-subscriptions/Operating-System.xml,5,1,0
1001,,,,,,,System,kmloop,False,,,0,0,False,,,0,0,True,./palantir/windows-event-forwarding/wef-subscriptions/Operating-System.xml,5,1,0
1001,,,,,,,System,kdnic,False,,,0,0,False,,,0,0,True,./palantir/windows-event-forwarding/wef-subscriptions/Operating-System.xml,5,1,0
